time_ms,bpm,steps,distance
27214.0,122.8,53,0.04
27267.0,122.8,53,0.04
27348.0,122.8,53,0.04
27401.0,122.8,53,0.04
27454.0,122.8,53,0.04
27507.0,122.8,53,0.04
27588.0,122.8,54,0.04
27641.0,122.8,54,0.04
27694.0,122.8,54,0.04
27747.0,122.8,54,0.04
27828.0,122.8,54,0.04
27881.0,122.8,54,0.04
27934.0,122.8,55,0.04
27987.0,122.8,55,0.04
28070.0,122.8,55,0.04
28123.0,122.8,55,0.04
28176.0,122.8,55,0.04
28270.0,122.8,55,0.04
28348.0,122.8,55,0.04
28430.0,122.8,55,0.04
28483.0,122.8,55,0.04
28590.0,122.8,55,0.04
28643.0,122.8,55,0.04
28696.0,122.8,55,0.04
28789.0,122.8,55,0.04
28842.0,122.8,55,0.04
28895.0,122.8,56,0.04
28948.0,122.8,56,0.04
29029.0,122.8,56,0.04
29082.0,122.8,56,0.04
29135.0,122.8,56,0.04
29188.0,122.8,56,0.04
29269.0,122.8,57,0.04
29322.0,122.8,57,0.04
29375.0,122.8,57,0.04
29428.0,122.8,57,0.04
29509.0,122.8,57,0.04
29562.0,122.8,57,0.04
29615.0,122.8,58,0.04
29668.0,122.8,58,0.04
29749.0,122.8,58,0.04
29802.0,122.8,58,0.04
29855.0,122.8,58,0.04
29908.0,122.8,58,0.04
29991.0,122.8,59,0.04
30044.0,122.8,59,0.04
30097.0,122.8,59,0.04
30191.0,122.8,59,0.04
30269.0,122.8,59,0.04
30351.0,122.8,59,0.04
30404.0,122.8,60,0.05
30511.0,122.8,60,0.05
30564.0,122.8,60,0.05
30617.0,122.8,60,0.05
30710.0,122.8,60,0.05
30763.0,122.8,61,0.05
30816.0,122.8,61,0.05
30869.0,122.8,61,0.05
30950.0,122.8,61,0.05
31003.0,122.8,61,0.05
31056.0,122.8,61,0.05
31109.0,122.8,62,0.05
31190.0,122.8,62,0.05
31243.0,122.8,62,0.05
31296.0,122.8,62,0.05
31349.0,122.8,62,0.05
31432.0,122.8,62,0.05
31485.0,122.8,63,0.05
31538.0,122.8,63,0.05
31632.0,122.8,63,0.05
31710.0,122.8,63,0.05
31792.0,122.8,63,0.05
31845.0,122.8,63,0.05
31952.0,122.8,64,0.05
32005.0,122.8,64,0.05
32058.0,122.8,64,0.05
32151.0,122.8,64,0.05
32204.0,122.8,64,0.05
32257.0,122.8,65,0.05
32310.0,122.8,65,0.05
32391.0,122.8,65,0.05
32444.0,122.8,65,0.05
32497.0,122.8,65,0.05
32550.0,122.8,65,0.05
32631.0,122.8,66,0.05
32684.0,122.8,66,0.05
32737.0,122.8,66,0.05
32790.0,122.8,66,0.05
32871.0,122.8,66,0.05
32924.0,122.8,66,0.05
32977.0,122.8,66,0.05
33030.0,122.8,66,0.05
33113.0,122.8,67,0.05
33166.0,122.8,67,0.05
33219.0,122.8,67,0.05
33313.0,122.8,67,0.05
33391.0,122.8,67,0.05
33473.0,122.8,67,0.05
33526.0,122.8,68,0.05
33633.0,122.8,68,0.05
33686.0,122.8,68,0.05
33739.0,122.8,68,0.05
33832.0,122.8,68,0.05
33885.0,122.8,69,0.05
33938.0,122.8,69,0.05
33991.0,122.8,69,0.05
34072.0,122.8,69,0.05
34125.0,122.8,69,0.05
34178.0,122.8,69,0.05
34231.0,122.8,69,0.05
34312.0,122.8,69,0.05
34365.0,122.8,70,0.05
34418.0,122.8,70,0.05
34471.0,122.8,70,0.05
34552.0,122.8,70,0.05
34605.0,122.8,70,0.05
34658.0,122.8,70,0.05
34711.0,122.8,71,0.05
34794.0,122.8,71,0.05
34847.0,122.8,71,0.05
34900.0,122.8,71,0.05
34994.0,122.8,71,0.05
35072.0,122.8,72,0.05
35154.0,122.8,72,0.05
35207.0,122.8,72,0.05
35314.0,122.8,72,0.05
35367.0,122.8,72,0.05
35420.0,122.8,73,0.05
35513.0,122.8,73,0.05
35566.0,122.8,73,0.05
35619.0,122.8,73,0.05
35672.0,122.8,73,0.05
35753.0,122.8,73,0.05
35806.0,122.8,74,0.06
35859.0,122.8,74,0.06
35912.0,122.8,74,0.06
35993.0,122.8,74,0.06
36046.0,122.8,74,0.06
36099.0,122.8,74,0.06
36152.0,122.8,74,0.06
36235.0,122.8,75,0.06
36288.0,122.8,75,0.06
36341.0,122.8,75,0.06
36435.0,122.8,75,0.06
36513.0,122.8,75,0.06
36595.0,122.8,76,0.06
36648.0,122.8,76,0.06
36755.0,122.8,76,0.06
36808.0,122.8,76,0.06
36861.0,122.8,76,0.06
36954.0,122.8,77,0.06
37007.0,122.8,77,0.06
37060.0,122.8,77,0.06
37113.0,122.8,77,0.06
37194.0,122.8,77,0.06
37247.0,122.8,77,0.06
37300.0,122.8,77,0.06
37353.0,122.8,78,0.06
37434.0,122.8,78,0.06
37487.0,122.8,78,0.06
37540.0,122.8,78,0.06
37593.0,122.8,78,0.06
37674.0,122.8,78,0.06
37727.0,122.8,78,0.06
37780.0,122.8,79,0.06
37833.0,122.8,79,0.06
37916.0,122.8,79,0.06
37969.0,122.8,79,0.06
38022.0,122.8,79,0.06
38116.0,122.8,79,0.06
38194.0,122.8,80,0.06
38276.0,122.8,80,0.06
38329.0,122.8,80,0.06
38436.0,122.8,80,0.06
38489.0,122.8,80,0.06
38542.0,122.8,80,0.06
38635.0,122.8,81,0.06
38688.0,122.8,81,0.06
38741.0,122.8,81,0.06
38794.0,122.8,81,0.06
38875.0,122.8,81,0.06
38928.0,122.8,82,0.06
38981.0,122.8,82,0.06
39034.0,122.8,82,0.06
39115.0,122.8,82,0.06
39168.0,122.8,82,0.06
39221.0,122.8,82,0.06
39274.0,122.8,82,0.06
39355.0,122.8,83,0.06
39408.0,122.8,83,0.06
39461.0,122.8,83,0.06
39514.0,122.8,83,0.06
39597.0,122.8,83,0.06
39650.0,122.8,83,0.06
39703.0,122.8,84,0.06
39797.0,122.8,84,0.06
39875.0,122.8,84,0.06
39957.0,122.8,84,0.06
40010.0,122.8,85,0.06
40117.0,122.8,85,0.06
40170.0,122.8,85,0.06
40223.0,122.8,85,0.06
40316.0,122.8,85,0.06
40369.0,122.8,85,0.06
40422.0,122.8,86,0.06
40475.0,122.8,86,0.06
40556.0,122.8,86,0.06
40609.0,122.8,86,0.06
40662.0,122.8,86,0.06
40715.0,122.8,86,0.06
40796.0,122.8,87,0.07
40849.0,122.8,87,0.07
40902.0,122.8,87,0.07
40955.0,122.8,87,0.07
41038.0,122.8,87,0.07
41091.0,122.8,87,0.07
41144.0,122.8,87,0.07
41238.0,122.8,87,0.07
41316.0,122.8,87,0.07
41398.0,122.8,88,0.07
41451.0,122.8,88,0.07
41558.0,122.8,88,0.07
41611.0,122.8,88,0.07
41664.0,122.8,88,0.07
41757.0,122.8,89,0.07
41810.0,122.8,89,0.07
41863.0,122.8,89,0.07
41916.0,122.8,89,0.07
41997.0,122.8,89,0.07
42050.0,122.8,89,0.07
42103.0,122.8,90,0.07
42156.0,122.8,90,0.07
42237.0,122.8,90,0.07
42290.0,122.8,90,0.07
42343.0,122.8,90,0.07
42396.0,122.8,90,0.07
42477.0,122.8,91,0.07
42530.0,122.8,91,0.07
42583.0,122.8,91,0.07
42636.0,122.8,91,0.07
42719.0,122.8,91,0.07
42772.0,122.8,91,0.07
42825.0,122.8,91,0.07
42919.0,122.8,91,0.07
42997.0,122.8,92,0.07
43079.0,122.8,92,0.07
43132.0,122.8,92,0.07
43239.0,122.8,92,0.07
43292.0,122.8,92,0.07
43345.0,122.8,92,0.07
43438.0,122.8,92,0.07
43491.0,122.8,92,0.07
43544.0,122.8,92,0.07
43597.0,122.8,93,0.07
43678.0,122.8,93,0.07
43731.0,122.8,93,0.07
43784.0,122.8,93,0.07
43837.0,122.8,93,0.07
43918.0,122.8,94,0.07
43971.0,122.8,94,0.07
44024.0,122.8,94,0.07
44077.0,122.8,94,0.07
44158.0,122.8,94,0.07
44211.0,122.8,94,0.07
44264.0,122.8,95,0.07
44317.0,122.8,95,0.07
44400.0,122.8,95,0.07
44453.0,122.8,95,0.07
44506.0,122.8,95,0.07
44600.0,122.8,95,0.07
44678.0,122.8,96,0.07
44760.0,122.8,96,0.07
44813.0,122.8,96,0.07
44920.0,122.8,96,0.07
44973.0,122.8,96,0.07
45026.0,122.8,96,0.07
45119.0,122.8,96,0.07
45172.0,122.8,97,0.07
45225.0,122.8,97,0.07
45278.0,122.8,97,0.07
45359.0,122.8,97,0.07
45412.0,122.8,97,0.07
45465.0,122.8,97,0.07
45518.0,122.8,97,0.07
45599.0,122.8,97,0.07
45652.0,122.8,97,0.07
45705.0,122.8,98,0.07
45758.0,122.8,98,0.07
45841.0,122.8,98,0.07
45894.0,122.8,98,0.07
45947.0,122.8,98,0.07
46041.0,122.8,98,0.07
46119.0,122.8,98,0.07
46201.0,122.8,98,0.07
46254.0,122.8,99,0.07
46361.0,122.8,99,0.07
46414.0,122.8,99,0.07
46467.0,122.8,99,0.07
46560.0,122.8,99,0.07
46613.0,122.8,99,0.07
46666.0,122.8,100,0.08
46719.0,122.8,100,0.08
46800.0,122.8,100,0.08
46853.0,122.8,100,0.08
46906.0,122.8,100,0.08
46959.0,122.8,100,0.08
47040.0,122.8,101,0.08
47093.0,122.8,101,0.08
47146.0,122.8,101,0.08
47199.0,122.8,101,0.08
47280.0,122.8,101,0.08
47333.0,122.8,101,0.08
47386.0,122.8,101,0.08
47439.0,122.8,101,0.08
47522.0,122.8,101,0.08
47575.0,122.8,101,0.08
47628.0,122.8,102,0.08
47722.0,122.8,102,0.08
47800.0,122.8,102,0.08
47882.0,122.8,102,0.08
47935.0,122.8,102,0.08
48042.0,122.8,103,0.08
48095.0,122.8,103,0.08
48148.0,122.8,103,0.08
48241.0,122.8,103,0.08
48294.0,122.8,103,0.08
48347.0,122.8,103,0.08
48400.0,122.8,104,0.08
48481.0,122.8,104,0.08
48534.0,122.8,104,0.08
48587.0,122.8,104,0.08
48640.0,122.8,104,0.08
48721.0,122.8,104,0.08
48774.0,122.8,105,0.08
48827.0,122.8,105,0.08
48880.0,122.8,105,0.08
48963.0,122.8,105,0.08
49016.0,122.8,105,0.08
49069.0,122.8,105,0.08
49163.0,122.8,106,0.08
49241.0,122.8,106,0.08
49323.0,122.8,106,0.08
49376.0,122.8,106,0.08
49483.0,122.8,106,0.08
49536.0,122.8,106,0.08
49589.0,122.8,107,0.08
49682.0,122.8,107,0.08
49735.0,122.8,107,0.08
49788.0,122.8,107,0.08
49841.0,122.8,107,0.08
49922.0,122.8,107,0.08
49975.0,122.8,108,0.08
50028.0,122.8,108,0.08
50081.0,122.8,108,0.08
50162.0,122.8,108,0.08
50215.0,122.8,108,0.08
50268.0,122.8,108,0.08
50321.0,122.8,108,0.08
50404.0,122.8,109,0.08
50457.0,122.8,109,0.08
50510.0,122.8,109,0.08
50604.0,122.8,109,0.08
50682.0,122.8,109,0.08
50764.0,122.8,109,0.08
50817.0,122.8,110,0.08
50924.0,122.8,110,0.08
50977.0,122.8,110,0.08
51030.0,122.8,110,0.08
51123.0,122.8,110,0.08
51176.0,122.8,110,0.08
51229.0,122.8,110,0.08
51282.0,122.8,111,0.08
51363.0,122.8,111,0.08
51416.0,122.8,111,0.08
51469.0,122.8,111,0.08
51522.0,122.8,111,0.08
51603.0,122.8,112,0.08
51656.0,122.8,112,0.08
51709.0,122.8,112,0.08
51762.0,122.8,112,0.08
51845.0,122.8,112,0.08
51898.0,122.8,112,0.08
51951.0,122.8,112,0.08
52045.0,122.8,112,0.08
52123.0,122.8,112,0.08
52205.0,122.8,113,0.08
52258.0,122.8,113,0.08
52365.0,122.8,113,0.08
52418.0,122.8,113,0.08
52471.0,122.8,113,0.08
52564.0,122.8,114,0.09
52617.0,122.8,114,0.09
52670.0,122.8,114,0.09
52723.0,122.8,114,0.09
52804.0,122.8,114,0.09
52857.0,122.8,114,0.09
52910.0,122.8,115,0.09
52963.0,122.8,115,0.09
53044.0,122.8,115,0.09
53097.0,122.8,115,0.09
53150.0,122.8,115,0.09
53203.0,122.8,115,0.09
53284.0,122.8,116,0.09
53337.0,122.8,116,0.09
53390.0,122.8,116,0.09
53443.0,122.8,116,0.09
53526.0,122.8,116,0.09
53579.0,122.8,116,0.09
53632.0,122.8,116,0.09
53726.0,122.8,117,0.09
53804.0,122.8,117,0.09
53886.0,122.8,117,0.09
53939.0,122.8,117,0.09
54046.0,122.8,118,0.09
54099.0,122.8,118,0.09
54152.0,122.8,118,0.09
54245.0,122.8,118,0.09
54298.0,122.8,118,0.09
54351.0,122.8,119,0.09
54404.0,122.8,119,0.09
54485.0,122.8,119,0.09
54538.0,122.8,119,0.09
54591.0,122.8,119,0.09
54644.0,122.8,119,0.09
54725.0,122.8,120,0.09
54778.0,122.8,120,0.09
54831.0,122.8,120,0.09
54884.0,122.8,120,0.09
54967.0,122.8,120,0.09
55020.0,122.8,120,0.09
55073.0,122.8,121,0.09
55167.0,122.8,121,0.09
55245.0,122.8,121,0.09
55327.0,122.8,121,0.09
55380.0,122.8,121,0.09
55487.0,122.8,122,0.09
55540.0,122.8,122,0.09
55593.0,122.8,122,0.09
55686.0,122.8,122,0.09
55739.0,122.8,122,0.09
55792.0,122.8,123,0.09
55845.0,122.8,123,0.09
55926.0,122.8,123,0.09
55979.0,122.8,123,0.09
56032.0,122.8,123,0.09
56085.0,122.8,123,0.09
56166.0,122.8,124,0.09
56219.0,122.8,124,0.09
56272.0,122.8,124,0.09
56325.0,122.8,124,0.09
56408.0,122.8,124,0.09
56461.0,122.8,124,0.09
56514.0,122.8,125,0.09
56608.0,122.8,125,0.09
56686.0,122.8,125,0.09
56768.0,122.8,125,0.09
56821.0,122.8,126,0.09
56928.0,122.8,126,0.09
56981.0,122.8,126,0.09
57034.0,122.8,126,0.09
57127.0,122.8,126,0.09
57180.0,122.8,127,0.1
57233.0,122.8,127,0.1
57286.0,122.8,127,0.1
57367.0,122.8,127,0.1
57420.0,122.8,127,0.1
57473.0,122.8,127,0.1
57526.0,122.8,128,0.1
57607.0,122.8,128,0.1
57660.0,122.8,128,0.1
57713.0,122.8,128,0.1
57766.0,122.8,128,0.1
57847.0,122.8,128,0.1
57900.0,122.8,129,0.1
57953.0,122.8,129,0.1
58006.0,122.8,129,0.1
58089.0,122.8,129,0.1
58142.0,122.8,129,0.1
58195.0,122.8,129,0.1
58289.0,122.8,130,0.1
58367.0,122.8,130,0.1
58449.0,122.8,130,0.1
58502.0,122.8,130,0.1
58609.0,122.8,130,0.1
58662.0,122.8,130,0.1
58715.0,122.8,131,0.1
58808.0,122.8,131,0.1
58861.0,122.8,131,0.1
58914.0,122.8,131,0.1
58967.0,122.8,131,0.1
59048.0,122.8,132,0.1
59101.0,122.8,132,0.1
59154.0,122.8,132,0.1
59207.0,122.8,132,0.1
59288.0,122.8,132,0.1
59341.0,122.8,132,0.1
59394.0,122.8,132,0.1
59447.0,122.8,133,0.1
59530.0,122.8,133,0.1
59583.0,122.8,133,0.1
59636.0,122.8,133,0.1
59730.0,122.8,133,0.1
59808.0,122.8,133,0.1
59890.0,122.8,133,0.1
59943.0,122.8,133,0.1
60050.0,122.8,133,0.1
60103.0,122.8,133,0.1
60156.0,122.8,134,0.1
60249.0,122.8,134,0.1
60302.0,122.8,134,0.1
60355.0,122.8,134,0.1
60408.0,122.8,134,0.1
60489.0,122.8,135,0.1
60542.0,122.8,135,0.1
60595.0,122.8,135,0.1
60648.0,122.8,135,0.1
60729.0,122.8,135,0.1
60782.0,122.8,135,0.1
60835.0,122.8,135,0.1
60888.0,122.8,136,0.1
60969.0,122.8,136,0.1
61022.0,122.8,136,0.1
61075.0,122.8,136,0.1
61128.0,122.8,136,0.1
61211.0,122.8,137,0.1
61264.0,122.8,137,0.1
61317.0,122.8,137,0.1
61411.0,122.8,137,0.1
61489.0,122.8,137,0.1
61571.0,122.8,137,0.1
61624.0,122.8,138,0.1
61731.0,122.8,138,0.1
61784.0,122.8,138,0.1
61837.0,122.8,138,0.1
61930.0,122.8,138,0.1
61983.0,122.8,139,0.1
62036.0,122.8,139,0.1
62089.0,122.8,139,0.1
62170.0,122.8,139,0.1
62223.0,122.8,139,0.1
62276.0,122.8,139,0.1
62329.0,122.8,140,0.1
62410.0,122.8,140,0.1
62463.0,122.8,140,0.1
62516.0,122.8,140,0.1
62569.0,122.8,140,0.1
62652.0,122.8,140,0.1
62705.0,122.8,141,0.11
62758.0,122.8,141,0.11
62852.0,122.8,141,0.11
62930.0,122.8,141,0.11
63012.0,122.8,141,0.11
63065.0,122.8,141,0.11
63172.0,122.8,141,0.11
63225.0,122.8,142,0.11
63278.0,122.8,142,0.11
63371.0,122.8,142,0.11
63424.0,122.8,142,0.11
63477.0,122.8,142,0.11
63530.0,122.8,142,0.11
63611.0,122.8,143,0.11
63664.0,122.8,143,0.11
63717.0,122.8,143,0.11
63770.0,122.8,143,0.11
63851.0,122.8,143,0.11
63904.0,122.8,143,0.11
63957.0,122.8,143,0.11
64010.0,122.8,144,0.11
64091.0,122.8,144,0.11
64144.0,122.8,144,0.11
64197.0,122.8,144,0.11
64250.0,122.8,144,0.11
64333.0,122.8,144,0.11
64386.0,122.8,145,0.11
64439.0,122.8,145,0.11
64533.0,122.8,145,0.11
64611.0,122.8,145,0.11
64693.0,122.8,145,0.11
64746.0,122.8,145,0.11
64853.0,122.8,145,0.11
64906.0,122.8,146,0.11
64959.0,122.8,146,0.11
65052.0,136.1,146,0.11
65105.0,136.1,146,0.11
65158.0,136.1,146,0.11
65211.0,136.1,147,0.11
65292.0,136.1,147,0.11
65345.0,136.1,147,0.11
65398.0,136.1,147,0.11
65451.0,136.1,147,0.11
65532.0,136.1,147,0.11
65585.0,136.1,147,0.11
65638.0,136.1,148,0.11
65691.0,136.1,148,0.11
65772.0,136.1,148,0.11
65825.0,136.1,148,0.11
65878.0,136.1,148,0.11
65931.0,136.1,148,0.11
66014.0,136.1,148,0.11
66067.0,136.1,149,0.11
66120.0,136.1,149,0.11
66214.0,136.1,149,0.11
66292.0,136.1,149,0.11
66374.0,136.1,149,0.11
66427.0,136.1,150,0.11
66534.0,136.1,150,0.11
