time_ms,bpm,steps,distance
66587.0,136.1,150,0.11
66640.0,136.1,150,0.11
66733.0,136.1,150,0.11
66786.0,136.1,151,0.11
66839.0,136.1,151,0.11
66892.0,136.1,151,0.11
66973.0,136.1,151,0.11
67026.0,136.1,151,0.11
67079.0,136.1,151,0.11
67132.0,136.1,151,0.11
67213.0,136.1,151,0.11
67266.0,129.04,152,0.11
67319.0,129.04,152,0.11
67372.0,129.04,152,0.11
67453.0,129.04,152,0.11
67506.0,129.04,152,0.11
67559.0,129.04,152,0.11
67612.0,129.04,152,0.11
67693.0,129.04,152,0.11
67746.0,129.04,152,0.11
67799.0,129.04,153,0.11
67852.0,129.04,153,0.11
67935.0,117.23,153,0.11
67988.0,117.23,153,0.11
68041.0,117.23,153,0.11
68135.0,117.23,153,0.11
68213.0,117.23,154,0.12
68295.0,117.23,154,0.12
68348.0,117.23,154,0.12
68455.0,117.23,154,0.12
68508.0,117.23,154,0.12
68561.0,117.23,155,0.12
68654.0,117.23,155,0.12
68707.0,117.23,155,0.12
68760.0,117.23,155,0.12
68813.0,117.23,155,0.12
68894.0,117.23,155,0.12
68947.0,117.23,156,0.12
69000.0,117.23,156,0.12
69053.0,117.23,156,0.12
69134.0,117.23,156,0.12
69187.0,117.23,156,0.12
69240.0,117.23,156,0.12
69293.0,117.23,156,0.12
69374.0,117.23,156,0.12
69427.0,117.23,157,0.12
69480.0,117.23,157,0.12
69533.0,117.23,157,0.12
69616.0,117.23,157,0.12
69669.0,117.23,157,0.12
69722.0,117.23,157,0.12
69816.0,117.23,157,0.12
69894.0,117.23,157,0.12
69976.0,117.23,158,0.12
70029.0,117.23,158,0.12
70136.0,117.23,158,0.12
70189.0,117.23,158,0.12
70242.0,117.23,158,0.12
70335.0,117.23,159,0.12
70388.0,117.23,159,0.12
70441.0,117.23,159,0.12
70494.0,117.23,159,0.12
70575.0,117.23,159,0.12
70628.0,117.23,160,0.12
70681.0,117.23,160,0.12
70734.0,117.23,160,0.12
70815.0,117.23,160,0.12
70868.0,117.23,160,0.12
70921.0,117.23,160,0.12
70974.0,117.23,160,0.12
71057.0,117.23,160,0.12
71110.0,117.23,160,0.12
71163.0,117.23,160,0.12
71257.0,117.23,161,0.12
71335.0,117.23,161,0.12
71417.0,117.23,161,0.12
71470.0,117.23,161,0.12
71577.0,117.23,161,0.12
71630.0,117.23,162,0.12
71683.0,117.23,162,0.12
71776.0,117.23,162,0.12
71829.0,117.23,162,0.12
71882.0,117.23,162,0.12
71935.0,117.23,163,0.12
72016.0,117.23,163,0.12
72069.0,117.23,163,0.12
72122.0,117.23,163,0.12
72175.0,117.23,163,0.12
72256.0,117.23,164,0.12
72309.0,117.23,164,0.12
72362.0,117.23,164,0.12
72415.0,117.23,164,0.12
72496.0,117.23,164,0.12
72549.0,117.23,164,0.12
72602.0,117.23,164,0.12
72655.0,117.23,165,0.12
72736.0,117.23,165,0.12
72789.0,117.23,165,0.12
72842.0,117.23,165,0.12
72895.0,117.23,165,0.12
72978.0,117.23,166,0.12
73031.0,117.23,166,0.12
73084.0,117.23,166,0.12
73178.0,117.23,166,0.12
73256.0,117.23,166,0.12
73338.0,117.23,166,0.12
73391.0,117.23,167,0.13
73498.0,117.23,167,0.13
73551.0,117.23,167,0.13
73604.0,117.23,167,0.13
73697.0,117.23,167,0.13
73750.0,117.23,167,0.13
73803.0,117.23,168,0.13
73856.0,117.23,168,0.13
73937.0,117.23,168,0.13
73990.0,117.23,168,0.13
74043.0,117.23,168,0.13
74096.0,117.23,168,0.13
74177.0,117.23,168,0.13
74230.0,117.23,169,0.13
74283.0,117.23,169,0.13
74336.0,117.23,169,0.13
74419.0,117.23,169,0.13
74472.0,117.23,169,0.13
74525.0,117.23,169,0.13
74619.0,117.23,169,0.13
74697.0,117.23,169,0.13
74779.0,117.23,170,0.13
74832.0,117.23,170,0.13
74939.0,117.23,170,0.13
74992.0,117.23,170,0.13
75045.0,117.23,170,0.13
75138.0,117.23,170,0.13
75191.0,117.23,171,0.13
75244.0,117.23,171,0.13
75297.0,117.23,171,0.13
75378.0,117.23,171,0.13
75431.0,117.23,171,0.13
75484.0,117.23,171,0.13
75537.0,117.23,171,0.13
75618.0,117.23,171,0.13
75671.0,117.23,172,0.13
75724.0,117.23,172,0.13
75777.0,117.23,172,0.13
75858.0,117.23,172,0.13
75911.0,117.23,172,0.13
75964.0,117.23,172,0.13
76017.0,117.23,172,0.13
76100.0,117.23,173,0.13
76153.0,117.23,173,0.13
76206.0,117.23,173,0.13
76300.0,117.23,173,0.13
76378.0,117.23,173,0.13
76460.0,117.23,174,0.13
76513.0,117.23,174,0.13
76620.0,117.23,174,0.13
76673.0,117.23,174,0.13
76726.0,117.23,174,0.13
76819.0,117.23,174,0.13
76872.0,117.23,175,0.13
76925.0,117.23,175,0.13
76978.0,117.23,175,0.13
77059.0,117.23,175,0.13
77112.0,117.23,175,0.13
77165.0,117.23,175,0.13
77218.0,117.23,175,0.13
77299.0,117.23,176,0.13
77352.0,117.23,176,0.13
77405.0,117.23,176,0.13
77458.0,117.23,176,0.13
77539.0,117.23,176,0.13
77592.0,117.23,176,0.13
77645.0,117.23,177,0.13
77698.0,117.23,177,0.13
77779.0,117.23,177,0.13
77832.0,117.23,177,0.13
77885.0,117.23,177,0.13
77938.0,117.23,177,0.13
78021.0,117.23,178,0.13
78074.0,117.23,178,0.13
78127.0,117.23,178,0.13
78221.0,117.23,178,0.13
78299.0,117.23,178,0.13
78381.0,117.23,179,0.13
78434.0,117.23,179,0.13
78541.0,117.23,179,0.13
78594.0,117.23,179,0.13
78647.0,117.23,179,0.13
78740.0,117.23,179,0.13
78793.0,117.23,179,0.13
78846.0,117.23,180,0.14
78899.0,117.23,180,0.14
78980.0,117.23,180,0.14
79033.0,117.23,180,0.14
79086.0,117.23,180,0.14
79139.0,117.23,180,0.14
79220.0,117.23,181,0.14
79273.0,117.23,181,0.14
79326.0,117.23,181,0.14
79379.0,117.23,181,0.14
79462.0,117.23,181,0.14
79515.0,117.23,181,0.14
79568.0,117.23,182,0.14
79662.0,117.23,182,0.14
79740.0,117.23,182,0.14
79822.0,117.23,182,0.14
79875.0,117.23,183,0.14
79982.0,117.23,183,0.14
80035.0,117.23,183,0.14
80088.0,117.23,183,0.14
80181.0,117.23,183,0.14
80234.0,117.23,184,0.14
80287.0,117.23,184,0.14
80340.0,117.23,184,0.14
80421.0,117.23,184,0.14
80474.0,117.23,184,0.14
80527.0,117.23,184,0.14
80580.0,117.23,185,0.14
80661.0,117.23,185,0.14
80714.0,117.23,185,0.14
80767.0,117.23,185,0.14
80820.0,117.23,185,0.14
80901.0,117.23,185,0.14
80954.0,117.23,186,0.14
81007.0,117.23,186,0.14
81060.0,117.23,186,0.14
81143.0,117.23,186,0.14
81196.0,117.23,186,0.14
81249.0,117.23,186,0.14
81343.0,117.23,186,0.14
81421.0,117.23,186,0.14
81503.0,117.23,186,0.14
81556.0,117.23,187,0.14
81663.0,117.23,187,0.14
81716.0,117.23,187,0.14
81769.0,117.23,187,0.14
81862.0,117.23,187,0.14
81915.0,117.23,188,0.14
81968.0,117.23,188,0.14
82021.0,117.23,188,0.14
82102.0,117.23,188,0.14
82155.0,117.23,188,0.14
82208.0,117.23,188,0.14
82261.0,117.23,189,0.14
82342.0,117.23,189,0.14
82395.0,117.23,189,0.14
82448.0,117.23,189,0.14
82501.0,117.23,189,0.14
82584.0,117.23,189,0.14
82637.0,117.23,189,0.14
82690.0,117.23,189,0.14
82784.0,117.23,190,0.14
82862.0,117.23,190,0.14
82944.0,117.23,190,0.14
82997.0,117.23,190,0.14
83104.0,117.23,191,0.14
83157.0,117.23,191,0.14
83210.0,117.23,191,0.14
83303.0,117.23,191,0.14
83356.0,117.23,191,0.14
83409.0,117.23,192,0.14
83462.0,117.23,192,0.14
83543.0,117.23,192,0.14
83596.0,117.23,192,0.14
